"DATE_NAME","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GENDER_NAME","AGE_NAME","MEASURE_NAME","MEASURES_NAME","OBS_VALUE","OBS_STATUS_NAME"
"December 2017","Barnsley 023B","E01007448","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Barnsley 023C","E01007449","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Barnsley 023D","E01007450","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Barnsley 026A","E01007451","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnsley 026B","E01007452","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Barnsley 026C","E01007453","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Barnsley 026E","E01007455","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnsley 029D","E01007456","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Barnsley 029E","E01007457","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Barnsley 021A","E01007458","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Barnsley 021B","E01007459","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Barnsley 021C","E01007460","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Barnsley 021D","E01007461","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Barnsley 021E","E01007462","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Barnsley 021F","E01007463","Total","All categories: Age 16+","Claimant count","Value",70,"Normal Value"
"December 2017","Doncaster 009A","E01007464","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 009B","E01007465","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 009C","E01007466","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 009D","E01007467","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 005A","E01007468","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 005B","E01007469","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 005C","E01007470","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 009E","E01007471","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 005D","E01007472","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 005E","E01007473","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 005F","E01007474","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 011A","E01007475","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 011B","E01007476","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 011C","E01007477","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 011D","E01007478","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 014A","E01007479","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 014B","E01007480","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 014D","E01007482","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 017A","E01007483","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 017B","E01007484","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 017C","E01007485","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 017D","E01007486","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 002A","E01007487","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 002B","E01007488","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 002C","E01007489","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 002D","E01007490","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 002E","E01007491","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 002F","E01007492","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 002G","E01007493","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 023A","E01007494","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 028A","E01007495","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 029A","E01007496","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Doncaster 029B","E01007497","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 029C","E01007498","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 029D","E01007499","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 028B","E01007500","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 029E","E01007501","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 028C","E01007502","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 029F","E01007503","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 009F","E01007504","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 013A","E01007505","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 010A","E01007506","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 009G","E01007507","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 010B","E01007508","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 010C","E01007509","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 010D","E01007510","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 010E","E01007511","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 012A","E01007512","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 012B","E01007513","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 013B","E01007514","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 012C","E01007515","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 013C","E01007516","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 013D","E01007517","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 012D","E01007518","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 012E","E01007519","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 027A","E01007520","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 025A","E01007521","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 024A","E01007522","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 025B","E01007523","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 025C","E01007524","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 024B","E01007525","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 025D","E01007526","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 027B","E01007527","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 024C","E01007528","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 022A","E01007529","Total","All categories: Age 16+","Claimant count","Value",60,"Normal Value"
"December 2017","Doncaster 022B","E01007530","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 022C","E01007531","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 023B","E01007532","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Doncaster 023C","E01007533","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 028D","E01007534","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Doncaster 023D","E01007535","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 032A","E01007536","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 035A","E01007537","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 035B","E01007538","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 035C","E01007539","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 035D","E01007540","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 035E","E01007541","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 032B","E01007542","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 032C","E01007543","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 032D","E01007544","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 034A","E01007545","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 033A","E01007546","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 034B","E01007547","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 034C","E01007548","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 034D","E01007549","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 034E","E01007550","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 033B","E01007551","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 033C","E01007552","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 008A","E01007553","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 006A","E01007554","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 006B","E01007555","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 006C","E01007556","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 008B","E01007557","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 008C","E01007558","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 008D","E01007559","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 008E","E01007560","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 006D","E01007561","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 006E","E01007562","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 006F","E01007563","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 018A","E01007564","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 018B","E01007565","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 018C","E01007566","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Doncaster 018D","E01007567","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 018E","E01007568","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 018F","E01007569","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 015A","E01007570","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 031A","E01007571","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 031B","E01007572","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 031C","E01007573","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 031D","E01007574","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 030A","E01007575","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Doncaster 031E","E01007576","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 031F","E01007577","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Doncaster 030B","E01007578","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 030C","E01007579","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 030D","E01007580","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 016A","E01007581","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 016B","E01007582","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 020A","E01007583","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 021A","E01007584","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 021B","E01007585","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 020B","E01007586","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 020C","E01007587","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 016C","E01007588","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 016D","E01007589","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 037A","E01007590","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 036A","E01007591","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 037B","E01007592","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 037C","E01007593","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 036B","E01007594","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 037D","E01007595","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 036C","E01007596","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 037E","E01007597","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Doncaster 036D","E01007598","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 026A","E01007599","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 026B","E01007600","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 026C","E01007601","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 026D","E01007602","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 026E","E01007603","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 024D","E01007604","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 027C","E01007605","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 027D","E01007606","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Doncaster 025E","E01007607","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 038A","E01007608","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 038B","E01007609","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 038C","E01007610","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 039A","E01007611","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 039B","E01007612","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Doncaster 033D","E01007613","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 039C","E01007614","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 039D","E01007615","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 039E","E01007616","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 021C","E01007617","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 021D","E01007618","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 021E","E01007619","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 020D","E01007620","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 007A","E01007621","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 007B","E01007622","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 007C","E01007623","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 007D","E01007624","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 004A","E01007625","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Doncaster 004B","E01007626","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 004C","E01007627","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 004D","E01007628","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 004E","E01007629","Total","All categories: Age 16+","Claimant count","Value",65,"Normal Value"
"December 2017","Doncaster 007E","E01007630","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 007F","E01007631","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 001A","E01007632","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 001B","E01007633","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 001C","E01007634","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 001D","E01007635","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 003A","E01007636","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 003B","E01007637","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 003C","E01007638","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Doncaster 003D","E01007639","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 003E","E01007640","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 003F","E01007641","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 003G","E01007642","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 022D","E01007643","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Doncaster 019A","E01007644","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Doncaster 022E","E01007645","Total","All categories: Age 16+","Claimant count","Value",90,"Normal Value"
"December 2017","Doncaster 019B","E01007646","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 019C","E01007647","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 019D","E01007648","Total","All categories: Age 16+","Claimant count","Value",95,"Normal Value"
"December 2017","Doncaster 019E","E01007649","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Doncaster 015B","E01007650","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Doncaster 015C","E01007651","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Doncaster 015D","E01007652","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Doncaster 015E","E01007653","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Doncaster 019F","E01007654","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Doncaster 022F","E01007655","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Doncaster 015F","E01007656","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 029A","E01007657","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 032A","E01007658","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 029B","E01007659","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 032B","E01007660","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 032C","E01007661","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 032D","E01007662","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 032E","E01007663","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 032F","E01007664","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 027A","E01007665","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 026A","E01007666","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 030A","E01007667","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 030B","E01007668","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Rotherham 030C","E01007669","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 030D","E01007670","Total","All categories: Age 16+","Claimant count","Value",0,"Normal Value"
"December 2017","Rotherham 031A","E01007671","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 030E","E01007672","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 030F","E01007673","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 031B","E01007674","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 023A","E01007675","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 025A","E01007676","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 017A","E01007677","Total","All categories: Age 16+","Claimant count","Value",55,"Normal Value"
"December 2017","Rotherham 023B","E01007678","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 023C","E01007679","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 023D","E01007680","Total","All categories: Age 16+","Claimant count","Value",35,"Normal Value"
"December 2017","Rotherham 012A","E01007681","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 019A","E01007682","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 019B","E01007683","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 022A","E01007684","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 018A","E01007685","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 019C","E01007686","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 022B","E01007687","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 019D","E01007688","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 022C","E01007689","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 022D","E01007690","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 012B","E01007691","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 012C","E01007692","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 001A","E01007693","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 001B","E01007694","Total","All categories: Age 16+","Claimant count","Value",50,"Normal Value"
"December 2017","Rotherham 001C","E01007695","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 007A","E01007696","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 001D","E01007697","Total","All categories: Age 16+","Claimant count","Value",40,"Normal Value"
"December 2017","Rotherham 001E","E01007698","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 027B","E01007699","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 027C","E01007700","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 027D","E01007701","Total","All categories: Age 16+","Claimant count","Value",20,"Normal Value"
"December 2017","Rotherham 025B","E01007702","Total","All categories: Age 16+","Claimant count","Value",30,"Normal Value"
"December 2017","Rotherham 025C","E01007703","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 025D","E01007704","Total","All categories: Age 16+","Claimant count","Value",15,"Normal Value"
"December 2017","Rotherham 025E","E01007705","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 027E","E01007706","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 025F","E01007707","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 021A","E01007708","Total","All categories: Age 16+","Claimant count","Value",25,"Normal Value"
"December 2017","Rotherham 021B","E01007709","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 021C","E01007710","Total","All categories: Age 16+","Claimant count","Value",5,"Normal Value"
"December 2017","Rotherham 021D","E01007711","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 023E","E01007712","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 023F","E01007713","Total","All categories: Age 16+","Claimant count","Value",10,"Normal Value"
"December 2017","Rotherham 017B","E01007714","Total","All categories: Age 16+","Claimant count","Value",115,"Normal Value"
"December 2017","Rotherham 016A","E01007715","Total","All categories: Age 16+","Claimant count","Value",45,"Normal Value"
"December 2017","Rotherham 016B","E01007716","Total","All categories: Age 16+","Claimant count","Value",100,"Normal Value"
